project,state,web_links
permissions/bpmn2-modeler-dev,ACTIVE,plugins/gitiles/permissions/bpmn2-modeler-dev
elogbook/portalFE,ACTIVE,plugins/gitiles/elogbook/portalFE
www.eclipse.org/ee4j/jms,ACTIVE,plugins/gitiles/www.eclipse.org/ee4j/jms
jemo/jemo,ACTIVE,plugins/gitiles/jemo/jemo
ptp/org.eclipse.ptp.doc,ACTIVE,plugins/gitiles/ptp/org.eclipse.ptp.doc
titan/titan.ProtocolModules.SDP,ACTIVE,plugins/gitiles/titan/titan.ProtocolModules.SDP
osbp/org.eclipse.osbp.xtext.cube,ACTIVE,plugins/gitiles/osbp/org.eclipse.osbp.xtext.cube
www.eclipse.org/jdt,ACTIVE,plugins/gitiles/www.eclipse.org/jdt
upr/upr,ACTIVE,plugins/gitiles/upr/upr
www.eclipse.org/xsemantics,ACTIVE,plugins/gitiles/www.eclipse.org/xsemantics
permissions/tycho-dev,ACTIVE,plugins/gitiles/permissions/tycho-dev
gemini.blueprint/org.eclipse.gemini.blueprint,ACTIVE,plugins/gitiles/gemini.blueprint/org.eclipse.gemini.blueprint
diffmerge/org.eclipse.emf.diffmerge.coevolution,ACTIVE,plugins/gitiles/diffmerge/org.eclipse.emf.diffmerge.coevolution
eclipsescada/org.eclipse.scada.samples,ACTIVE,plugins/gitiles/eclipsescada/org.eclipse.scada.samples
www.eclipse.org/sirius,ACTIVE,plugins/gitiles/www.eclipse.org/sirius
permissions/es-dev,ACTIVE,plugins/gitiles/permissions/es-dev
krazo/krazo,ACTIVE,plugins/gitiles/krazo/krazo
ee4j/jaspic,ACTIVE,plugins/gitiles/ee4j/jaspic
permissions/elogbook-dev,ACTIVE,plugins/gitiles/permissions/elogbook-dev
babel/plugins,ACTIVE,plugins/gitiles/babel/plugins
tinydtls/org.eclipse.tinydtls,ACTIVE,plugins/gitiles/tinydtls/org.eclipse.tinydtls
permissions/acute-dev,ACTIVE,plugins/gitiles/permissions/acute-dev
www.eclipse.org/documentation,ACTIVE,plugins/gitiles/www.eclipse.org/documentation
el/el,ACTIVE,plugins/gitiles/el/el
emf-parsley/org.eclipse.emf-parsley.core,ACTIVE,plugins/gitiles/emf-parsley/org.eclipse.emf-parsley.core
platform/eclipse.platform.releng.buildtools,ACTIVE,plugins/gitiles/platform/eclipse.platform.releng.buildtools
www.eclipse.org/emf-validation,ACTIVE,plugins/gitiles/www.eclipse.org/emf-validation
dltk/org.eclipse.dltk.all,ACTIVE,plugins/gitiles/dltk/org.eclipse.dltk.all
www.eclipse.org/openj9,ACTIVE,plugins/gitiles/www.eclipse.org/openj9
apricot/org.eclipse.apricot,ACTIVE,plugins/gitiles/apricot/org.eclipse.apricot
www.eclipse.org/ee4j/openmq,ACTIVE,plugins/gitiles/www.eclipse.org/ee4j/openmq
titan/titan.ProtocolModules.5G_system_TS29511_N5g_eir_v15,ACTIVE,plugins/gitiles/titan/titan.ProtocolModules.5G_system_TS29511_N5g_eir_v15
permissions/mdht-dev,ACTIVE,plugins/gitiles/permissions/mdht-dev
www.eclipse.org/epsilon,ACTIVE,plugins/gitiles/www.eclipse.org/epsilon
www.eclipse.org/r4e,ACTIVE,plugins/gitiles/www.eclipse.org/r4e
www.eclipse.org/ee4j/jakartaee-platform,ACTIVE,plugins/gitiles/www.eclipse.org/ee4j/jakartaee-platform
tycho/org.eclipse.tycho.extras,ACTIVE,plugins/gitiles/tycho/org.eclipse.tycho.extras
refactor/org.eclipse.emf.refactor.build,ACTIVE,plugins/gitiles/refactor/org.eclipse.emf.refactor.build
titan/titan.ProtocolModules.WTP,ACTIVE,plugins/gitiles/titan/titan.ProtocolModules.WTP
osbp/org.eclipse.osbp.xtext.table,ACTIVE,plugins/gitiles/osbp/org.eclipse.osbp.xtext.table
permissions/eatop-dev,ACTIVE,plugins/gitiles/permissions/eatop-dev
titan/titan.Libraries.Web_GUI,ACTIVE,plugins/gitiles/titan/titan.Libraries.Web_GUI
rap/incubator/org.eclipse.rap.incubator.visualization,ACTIVE,plugins/gitiles/rap/incubator/org.eclipse.rap.incubator.visualization
www.eclipse.org/jdtls,ACTIVE,plugins/gitiles/www.eclipse.org/jdtls
www.eclipse.org/riena,ACTIVE,plugins/gitiles/www.eclipse.org/riena
www.eclipse.org/sphinx,ACTIVE,plugins/gitiles/www.eclipse.org/sphinx
mylyn/org.eclipse.mylyn.all,ACTIVE,plugins/gitiles/mylyn/org.eclipse.mylyn.all
www.eclipse.org/ditto,ACTIVE,plugins/gitiles/www.eclipse.org/ditto
www.eclipse.org/datatools,ACTIVE,plugins/gitiles/www.eclipse.org/datatools
www.eclipse.org/modeling/mdt/ocl,ACTIVE,plugins/gitiles/www.eclipse.org/modeling/mdt/ocl
papyrus/org.eclipse.papyrus-designer,ACTIVE,plugins/gitiles/papyrus/org.eclipse.papyrus-designer
www.eclipse.org/intent,ACTIVE,plugins/gitiles/www.eclipse.org/intent
sphinx/org.eclipse.sphinx,ACTIVE,plugins/gitiles/sphinx/org.eclipse.sphinx
permissions/californium-dev,ACTIVE,plugins/gitiles/permissions/californium-dev
acute/acute,ACTIVE,plugins/gitiles/acute/acute
permissions/actf-dev,ACTIVE,plugins/gitiles/permissions/actf-dev
permissions/xtext-dev,ACTIVE,plugins/gitiles/permissions/xtext-dev
orb/orb,ACTIVE,plugins/gitiles/orb/orb
chemclipse/org.eclipse.chemclipse.molpeakident,ACTIVE,plugins/gitiles/chemclipse/org.eclipse.chemclipse.molpeakident
openk-platform/org.eclipse.openk.domain.assetdata,ACTIVE,plugins/gitiles/openk-platform/org.eclipse.openk.domain.assetdata
www.eclipse.org/dltk,ACTIVE,plugins/gitiles/www.eclipse.org/dltk
www.eclipse.org/emf/compare,ACTIVE,plugins/gitiles/www.eclipse.org/emf/compare
chemclipse/org.eclipse.chemclipse.convertermz5,ACTIVE,plugins/gitiles/chemclipse/org.eclipse.chemclipse.convertermz5
www.eclipse.org/modeling/m2t/jet,ACTIVE,plugins/gitiles/www.eclipse.org/modeling/m2t/jet
permissions/fmc-dev,ACTIVE,plugins/gitiles/permissions/fmc-dev
webtools/webtools.releng.aggregator,ACTIVE,plugins/gitiles/webtools/webtools.releng.aggregator
efxclipse/org.eclipse.efxclipse,ACTIVE,plugins/gitiles/efxclipse/org.eclipse.efxclipse
chemclipse/org.eclipse.chemclipse.xyconverter,ACTIVE,plugins/gitiles/chemclipse/org.eclipse.chemclipse.xyconverter
osbp/org.eclipse.osbp.xtext.chart,ACTIVE,plugins/gitiles/osbp/org.eclipse.osbp.xtext.chart
platform/eclipse.platform.swt,ACTIVE,plugins/gitiles/platform/eclipse.platform.swt
texlipse/texlipse,ACTIVE,plugins/gitiles/texlipse/texlipse
permissions/hip-dev,ACTIVE,plugins/gitiles/permissions/hip-dev
openk-usermodules/org.eclipse.openk-usermodules.plannedGridMeasures.backend,ACTIVE,plugins/gitiles/openk-usermodules/org.eclipse.openk-usermodules.plannedGridMeasures.backend
www.eclipse.org/ajdt,ACTIVE,plugins/gitiles/www.eclipse.org/ajdt
lsphub/lsphub,ACTIVE,plugins/gitiles/lsphub/lsphub
refactor/org.eclipse.emf.refactor.features,ACTIVE,plugins/gitiles/refactor/org.eclipse.emf.refactor.features
www.eclipse.org/mosquitto,ACTIVE,plugins/gitiles/www.eclipse.org/mosquitto
www.eclipse.org/texlipse,ACTIVE,plugins/gitiles/www.eclipse.org/texlipse
www.eclipse.org/paho,ACTIVE,plugins/gitiles/www.eclipse.org/paho
openj9/openj9,ACTIVE,plugins/gitiles/openj9/openj9
r4e/org.eclipse.mylyn.reviews.r4e,ACTIVE,plugins/gitiles/r4e/org.eclipse.mylyn.reviews.r4e
www.eclipse.org/ee4j/el,ACTIVE,plugins/gitiles/www.eclipse.org/ee4j/el
recommenders.incubator/org.eclipse.recommenders.stats,ACTIVE,plugins/gitiles/recommenders.incubator/org.eclipse.recommenders.stats
permissions/hono-dev,ACTIVE,plugins/gitiles/permissions/hono-dev
chemclipse/org.eclipse.chemclipse.peakdeconvdetec,ACTIVE,plugins/gitiles/chemclipse/org.eclipse.chemclipse.peakdeconvdetec
permissions/egit-dev,ACTIVE,plugins/gitiles/permissions/egit-dev
rtsc/org.eclipse.rtsc.xdccore,ACTIVE,plugins/gitiles/rtsc/org.eclipse.rtsc.xdccore
eclipselink/examples/temporal,ACTIVE,plugins/gitiles/eclipselink/examples/temporal
osbp/org.eclipse.osbp.fork.jpos,ACTIVE,plugins/gitiles/osbp/org.eclipse.osbp.fork.jpos
www.eclipse.org/upr,ACTIVE,plugins/gitiles/www.eclipse.org/upr
servertools/webtools.servertools.tests,ACTIVE,plugins/gitiles/servertools/webtools.servertools.tests
virgo/org.eclipse.virgo.packaging,ACTIVE,plugins/gitiles/virgo/org.eclipse.virgo.packaging
www.eclipse.org/getting_started,ACTIVE,plugins/gitiles/www.eclipse.org/getting_started
www.eclipse.org/ecd,ACTIVE,plugins/gitiles/www.eclipse.org/ecd
eclipselink/eclipselink.runtime,ACTIVE,plugins/gitiles/eclipselink/eclipselink.runtime
e4/org.eclipse.e4.installer,ACTIVE,plugins/gitiles/e4/org.eclipse.e4.installer
osbp/org.eclipse.osbp.ecview.addons,ACTIVE,plugins/gitiles/osbp/org.eclipse.osbp.ecview.addons
www.eclipse.org/ee4j/servlet,ACTIVE,plugins/gitiles/www.eclipse.org/ee4j/servlet
osbp/org.eclipse.osbp.xtext.entitymock,ACTIVE,plugins/gitiles/osbp/org.eclipse.osbp.xtext.entitymock
chemclipse/org.eclipse.chemclipse.asciiconverter,ACTIVE,plugins/gitiles/chemclipse/org.eclipse.chemclipse.asciiconverter
chemclipse/org.eclipse.chemclipse.csvconverter,ACTIVE,plugins/gitiles/chemclipse/org.eclipse.chemclipse.csvconverter
platform/eclipse.platform.common,ACTIVE,plugins/gitiles/platform/eclipse.platform.common
virgo/org.eclipse.virgo.kernel-tools,ACTIVE,plugins/gitiles/virgo/org.eclipse.virgo.kernel-tools
mylyn/org.eclipse.mylyn.versions,ACTIVE,plugins/gitiles/mylyn/org.eclipse.mylyn.versions
titan/titan.ProtocolModules.5G_system_TS29520_Nnwdaf_v15,ACTIVE,plugins/gitiles/titan/titan.ProtocolModules.5G_system_TS29520_Nnwdaf_v15
titan/titan.ProtocolEmulations.M3UA,ACTIVE,plugins/gitiles/titan/titan.ProtocolEmulations.M3UA
ee4j/openmq,ACTIVE,plugins/gitiles/ee4j/openmq
emfclient/org.eclipse.emf.ecp.releng,ACTIVE,plugins/gitiles/emfclient/org.eclipse.emf.ecp.releng
tracecompass/org.eclipse.tracecompass,ACTIVE,plugins/gitiles/tracecompass/org.eclipse.tracecompass
virgo/org.eclipse.virgo.sample-osgi-examples,ACTIVE,plugins/gitiles/virgo/org.eclipse.virgo.sample-osgi-examples
titan/titan.ProtocolModules.M2UA,ACTIVE,plugins/gitiles/titan/titan.ProtocolModules.M2UA
ee4j/jpa,ACTIVE,plugins/gitiles/ee4j/jpa
www.eclipse.org/m2e-wtp,ACTIVE,plugins/gitiles/www.eclipse.org/m2e-wtp
permissions/subversive-dev,ACTIVE,plugins/gitiles/permissions/subversive-dev
ceylon/ceylon,ACTIVE,plugins/gitiles/ceylon/ceylon
www.eclipse.org/amw,ACTIVE,plugins/gitiles/www.eclipse.org/amw
www.eclipse.org/pde,ACTIVE,plugins/gitiles/www.eclipse.org/pde
virgo/org.eclipse.virgo.kernel-system-verification-tests,ACTIVE,plugins/gitiles/virgo/org.eclipse.virgo.kernel-system-verification-tests
ee4j/jakartaee-stable,ACTIVE,plugins/gitiles/ee4j/jakartaee-stable
permissions/agail-dev,ACTIVE,plugins/gitiles/permissions/agail-dev
ee4j/cu,ACTIVE,plugins/gitiles/ee4j/cu
permissions/leshan-dev,ACTIVE,plugins/gitiles/permissions/leshan-dev
efxclipse/org.eclipse.efxclipse.travisci,ACTIVE,plugins/gitiles/efxclipse/org.eclipse.efxclipse.travisci
osbp/org.eclipse.osbp.blob,ACTIVE,plugins/gitiles/osbp/org.eclipse.osbp.blob
www.eclipse.org/oxygen,ACTIVE,plugins/gitiles/www.eclipse.org/oxygen
cbi/native-build-testing/eclipse.platform.releng.aggregator,ACTIVE,plugins/gitiles/cbi/native-build-testing/eclipse.platform.releng.aggregator
atf/org.eclipse.atf,ACTIVE,plugins/gitiles/atf/org.eclipse.atf
webtools-common/webtools.common,ACTIVE,plugins/gitiles/webtools-common/webtools.common
permissions/krazo-dev,ACTIVE,plugins/gitiles/permissions/krazo-dev
osbp/org.eclipse.osbp.xtext.datainterchange,ACTIVE,plugins/gitiles/osbp/org.eclipse.osbp.xtext.datainterchange
elogbook/elogbook,ACTIVE,plugins/gitiles/elogbook/elogbook
www.eclipse.org/californium,ACTIVE,plugins/gitiles/www.eclipse.org/californium
permissions/el-dev,ACTIVE,plugins/gitiles/permissions/el-dev
osbp/org.eclipse.osbp.preferences,ACTIVE,plugins/gitiles/osbp/org.eclipse.osbp.preferences
www.eclipse.org/epf,ACTIVE,plugins/gitiles/www.eclipse.org/epf
www.eclipse.org/ide,ACTIVE,plugins/gitiles/www.eclipse.org/ide
www.eclipse.org/facet,ACTIVE,plugins/gitiles/www.eclipse.org/facet
permissions/jetty-dev,ACTIVE,plugins/gitiles/permissions/jetty-dev
www.eclipse.org/geoperil,ACTIVE,plugins/gitiles/www.eclipse.org/geoperil
permissions/dltk-dev,ACTIVE,plugins/gitiles/permissions/dltk-dev
jdt/eclipse.jdt.debug,ACTIVE,plugins/gitiles/jdt/eclipse.jdt.debug
permissions/thym-dev,ACTIVE,plugins/gitiles/permissions/thym-dev
webtools/incubator/org.eclipse.webtools.incubator.xmlsearch,ACTIVE,plugins/gitiles/webtools/incubator/org.eclipse.webtools.incubator.xmlsearch
ee4j/jakartaee-platform,ACTIVE,plugins/gitiles/ee4j/jakartaee-platform
chemclipse/org.eclipse.chemclipse.sncalcstein,ACTIVE,plugins/gitiles/chemclipse/org.eclipse.chemclipse.sncalcstein
www.eclipse.org/vertx,ACTIVE,plugins/gitiles/www.eclipse.org/vertx
permissions/buckminster-dev,ACTIVE,plugins/gitiles/permissions/buckminster-dev
texo/org.eclipse.emf.texo,ACTIVE,plugins/gitiles/texo/org.eclipse.emf.texo
www.eclipse.org/juno,ACTIVE,plugins/gitiles/www.eclipse.org/juno
www.eclipse.org/umlgen,ACTIVE,plugins/gitiles/www.eclipse.org/umlgen
jsonp/jsonp,ACTIVE,plugins/gitiles/jsonp/jsonp
sourceediting/webtools.sourceediting.xsl.tests,ACTIVE,plugins/gitiles/sourceediting/webtools.sourceediting.xsl.tests
papyrus/org.eclipse.papyrus-sysml,ACTIVE,plugins/gitiles/papyrus/org.eclipse.papyrus-sysml
titan/titan.ProtocolModules.DUA,ACTIVE,plugins/gitiles/titan/titan.ProtocolModules.DUA
chemclipse/org.eclipse.chemclipse.processworkflows,ACTIVE,plugins/gitiles/chemclipse/org.eclipse.chemclipse.processworkflows
titan/titan.ProtocolModules.5G_system_TS29514_Npcf_v15,ACTIVE,plugins/gitiles/titan/titan.ProtocolModules.5G_system_TS29514_Npcf_v15
osbp/org.eclipse.osbp.vaaclipse.tools,ACTIVE,plugins/gitiles/osbp/org.eclipse.osbp.vaaclipse.tools
www.eclipse.org/egerrit,ACTIVE,plugins/gitiles/www.eclipse.org/egerrit
permissions/hudson-dev,ACTIVE,plugins/gitiles/permissions/hudson-dev
scout/scout.rt.incubator,ACTIVE,plugins/gitiles/scout/scout.rt.incubator
www.eclipse.org/scanning,ACTIVE,plugins/gitiles/www.eclipse.org/scanning
permissions/interceptors-dev,ACTIVE,plugins/gitiles/permissions/interceptors-dev
www.eclipse.org/pulsar,ACTIVE,plugins/gitiles/www.eclipse.org/pulsar
ee4j/jstl,ACTIVE,plugins/gitiles/ee4j/jstl
egerrit/org.eclipse.egerrit,ACTIVE,plugins/gitiles/egerrit/org.eclipse.egerrit
refactor/org.eclipse.emf.refactor.refactoring,ACTIVE,plugins/gitiles/refactor/org.eclipse.emf.refactor.refactoring
theia/theia,ACTIVE,plugins/gitiles/theia/theia
recommenders/org.eclipse.recommenders.3rd,ACTIVE,plugins/gitiles/recommenders/org.eclipse.recommenders.3rd
ee4j/krazo,ACTIVE,plugins/gitiles/ee4j/krazo
tcf/org.eclipse.tcf,ACTIVE,plugins/gitiles/tcf/org.eclipse.tcf
dltk/org.eclipse.dltk.releng,ACTIVE,plugins/gitiles/dltk/org.eclipse.dltk.releng
www.eclipse.org/epp,ACTIVE,plugins/gitiles/www.eclipse.org/epp
www.eclipse.org/xpect,ACTIVE,plugins/gitiles/www.eclipse.org/xpect
www.eclipse.org/objectteams,ACTIVE,plugins/gitiles/www.eclipse.org/objectteams
gemini.dbaccess/org.eclipse.gemini.dbaccess,ACTIVE,plugins/gitiles/gemini.dbaccess/org.eclipse.gemini.dbaccess
www.eclipse.org/cdt,ACTIVE,plugins/gitiles/www.eclipse.org/cdt
jaxws/jaxws,ACTIVE,plugins/gitiles/jaxws/jaxws
dltk/org.eclipse.dltk.core,ACTIVE,plugins/gitiles/dltk/org.eclipse.dltk.core
ease/org.eclipse.ease.core,ACTIVE,plugins/gitiles/ease/org.eclipse.ease.core
www.eclipse.org/emf/mwe,ACTIVE,plugins/gitiles/www.eclipse.org/emf/mwe
permissions/statet-dev,ACTIVE,plugins/gitiles/permissions/statet-dev
permissions/xpect-dev,ACTIVE,plugins/gitiles/permissions/xpect-dev
permissions/tyrus-dev,ACTIVE,plugins/gitiles/permissions/tyrus-dev
e4/eclipse.platform.ui.compat,ACTIVE,plugins/gitiles/e4/eclipse.platform.ui.compat
permissions/systemfocus-dev,ACTIVE,plugins/gitiles/permissions/systemfocus-dev
oomph/org.eclipse.oomph.setups,ACTIVE,plugins/gitiles/oomph/org.eclipse.oomph.setups
gendoc/org.eclipse.gendoc,ACTIVE,plugins/gitiles/gendoc/org.eclipse.gendoc
permissions/websocket-dev,ACTIVE,plugins/gitiles/permissions/websocket-dev
osbp/org.eclipse.osbp.xtext.basic,ACTIVE,plugins/gitiles/osbp/org.eclipse.osbp.xtext.basic
www.eclipse.org/chemclipse,ACTIVE,plugins/gitiles/www.eclipse.org/chemclipse
osbp/org.eclipse.osbp.dependencies,ACTIVE,plugins/gitiles/osbp/org.eclipse.osbp.dependencies
permissions/rcptt-dev,ACTIVE,plugins/gitiles/permissions/rcptt-dev
www.eclipse.org/atf,ACTIVE,plugins/gitiles/www.eclipse.org/atf
ee4j/jaxrs,ACTIVE,plugins/gitiles/ee4j/jaxrs
permissions/paho-dev,ACTIVE,plugins/gitiles/permissions/paho-dev
virgo/org.eclipse.virgo.web,ACTIVE,plugins/gitiles/virgo/org.eclipse.virgo.web
sourceediting/webtools.sourceediting.xpath.tests,ACTIVE,plugins/gitiles/sourceediting/webtools.sourceediting.xpath.tests
www.eclipse.org/gef3d,ACTIVE,plugins/gitiles/www.eclipse.org/gef3d
permissions/mmt-dev,ACTIVE,plugins/gitiles/permissions/mmt-dev
www.eclipse.org/jwt,ACTIVE,plugins/gitiles/www.eclipse.org/jwt
virgo/org.eclipse.virgo.ide,ACTIVE,plugins/gitiles/virgo/org.eclipse.virgo.ide
permissions/time4sys-dev,ACTIVE,plugins/gitiles/permissions/time4sys-dev
permissions/n4js-dev,ACTIVE,plugins/gitiles/permissions/n4js-dev
actf/org.eclipse.actf.visualization,ACTIVE,plugins/gitiles/actf/org.eclipse.actf.visualization
osbp/org.eclipse.osbp.runtime.web,ACTIVE,plugins/gitiles/osbp/org.eclipse.osbp.runtime.web
osbp/org.eclipse.osbp.bpm,ACTIVE,plugins/gitiles/osbp/org.eclipse.osbp.bpm
permissions/orbit-dev,ACTIVE,plugins/gitiles/permissions/orbit-dev
www.eclipse.org/winery,ACTIVE,plugins/gitiles/www.eclipse.org/winery
www.eclipse.org/openk-platform,ACTIVE,plugins/gitiles/www.eclipse.org/openk-platform
thingweb/thingweb,ACTIVE,plugins/gitiles/thingweb/thingweb
permissions/naming-dev,ACTIVE,plugins/gitiles/permissions/naming-dev
permissions/ogee-dev,ACTIVE,plugins/gitiles/permissions/ogee-dev
osbp/org.eclipse.osbp.fork.vaadin.addon.maskedtextfield,ACTIVE,plugins/gitiles/osbp/org.eclipse.osbp.fork.vaadin.addon.maskedtextfield
www.eclipse.org/mmt/qvtd,ACTIVE,plugins/gitiles/www.eclipse.org/mmt/qvtd
permissions/mtj-dev,ACTIVE,plugins/gitiles/permissions/mtj-dev
permissions/emf-parsley-dev,ACTIVE,plugins/gitiles/permissions/emf-parsley-dev
openk-usermodules/org.eclipse.openk-usermodules.standbyPlanning.frontend,ACTIVE,plugins/gitiles/openk-usermodules/org.eclipse.openk-usermodules.standbyPlanning.frontend
chemclipse/org.eclipse.chemclipse.occhromareport,ACTIVE,plugins/gitiles/chemclipse/org.eclipse.chemclipse.occhromareport
permissions/jet-dev,ACTIVE,plugins/gitiles/permissions/jet-dev
tm4e/tm4e,ACTIVE,plugins/gitiles/tm4e/tm4e
permissions/webtools.sourceediting-dev,ACTIVE,plugins/gitiles/permissions/webtools.sourceediting-dev
osbp/org.eclipse.osbp.xtext.addons,ACTIVE,plugins/gitiles/osbp/org.eclipse.osbp.xtext.addons
dltk/org.eclipse.dltk.examples,ACTIVE,plugins/gitiles/dltk/org.eclipse.dltk.examples
unide/org.eclipse.unide,ACTIVE,plugins/gitiles/unide/org.eclipse.unide
virgo/org.eclipse.virgo.samples,ACTIVE,plugins/gitiles/virgo/org.eclipse.virgo.samples
m2t/org.eclipse.xpand,ACTIVE,plugins/gitiles/m2t/org.eclipse.xpand
mmt/org.eclipse.qvtd,ACTIVE,plugins/gitiles/mmt/org.eclipse.qvtd
gemini/org.eclipse.gemini,ACTIVE,plugins/gitiles/gemini/org.eclipse.gemini
ee4j/jsonb,ACTIVE,plugins/gitiles/ee4j/jsonb
www.eclipse.org/concierge,ACTIVE,plugins/gitiles/www.eclipse.org/concierge
facet/org.eclipse.emf.facet.releng,ACTIVE,plugins/gitiles/facet/org.eclipse.emf.facet.releng
www.eclipse.org/contribute,ACTIVE,plugins/gitiles/www.eclipse.org/contribute
paho.incubator/org.eclipse.paho.mqtt.lua,ACTIVE,plugins/gitiles/paho.incubator/org.eclipse.paho.mqtt.lua
diffmerge/org.eclipse.emf.diffmerge.patterns,ACTIVE,plugins/gitiles/diffmerge/org.eclipse.emf.diffmerge.patterns
nebula/org.eclipse.nebula,ACTIVE,plugins/gitiles/nebula/org.eclipse.nebula
www.eclipse.org/milo,ACTIVE,plugins/gitiles/www.eclipse.org/milo
permissions/capra-dev,ACTIVE,plugins/gitiles/permissions/capra-dev
www.eclipse.org/ee4j/jakartaee-tck,ACTIVE,plugins/gitiles/www.eclipse.org/ee4j/jakartaee-tck
cdo/cdo,ACTIVE,plugins/gitiles/cdo/cdo
permissions/ocl-dev,ACTIVE,plugins/gitiles/permissions/ocl-dev
bridgeiot/bridgeiot,ACTIVE,plugins/gitiles/bridgeiot/bridgeiot
jetty/org.eclipse.jetty.sandbox,ACTIVE,plugins/gitiles/jetty/org.eclipse.jetty.sandbox
permissions/nebula-dev,ACTIVE,plugins/gitiles/permissions/nebula-dev
www.eclipse.org/eavp,ACTIVE,plugins/gitiles/www.eclipse.org/eavp
gmf-tooling/org.eclipse.gmf-tooling,ACTIVE,plugins/gitiles/gmf-tooling/org.eclipse.gmf-tooling
e4/org.eclipse.e4.releng,ACTIVE,plugins/gitiles/e4/org.eclipse.e4.releng
pde/eclipse.pde,ACTIVE,plugins/gitiles/pde/eclipse.pde
jsf/webtools.jsf,ACTIVE,plugins/gitiles/jsf/webtools.jsf
permissions/webmaster-dev,ACTIVE,plugins/gitiles/permissions/webmaster-dev
www.eclipse.org/modeling/gmp,ACTIVE,plugins/gitiles/www.eclipse.org/modeling/gmp
z_webmaster/testdir,ACTIVE,plugins/gitiles/z_webmaster/testdir
eclipsescada/org.eclipse.scada.external,ACTIVE,plugins/gitiles/eclipsescada/org.eclipse.scada.external
www.eclipse.org/orbit,ACTIVE,plugins/gitiles/www.eclipse.org/orbit
permissions/simopenpass-dev,ACTIVE,plugins/gitiles/permissions/simopenpass-dev
chemclipse/org.eclipse.chemclipse.peakdetecchemst,ACTIVE,plugins/gitiles/chemclipse/org.eclipse.chemclipse.peakdetecchemst
permissions/app4mc-dev,ACTIVE,plugins/gitiles/permissions/app4mc-dev
permissions/viatra-dev,ACTIVE,plugins/gitiles/permissions/viatra-dev
permissions/ng661designer-dev,ACTIVE,plugins/gitiles/permissions/ng661designer-dev
permissions/edapt-dev,ACTIVE,plugins/gitiles/permissions/edapt-dev
permissions/yasson-dev,ACTIVE,plugins/gitiles/permissions/yasson-dev
eclipsescada/org.eclipse.scada.protocols,ACTIVE,plugins/gitiles/eclipsescada/org.eclipse.scada.protocols
recommenders.incubator/org.eclipse.recommenders.livedoc,ACTIVE,plugins/gitiles/recommenders.incubator/org.eclipse.recommenders.livedoc
jetty/org.eclipse.jetty.admin,ACTIVE,plugins/gitiles/jetty/org.eclipse.jetty.admin
chemclipse/org.eclipse.chemclipse.excelconverter,ACTIVE,plugins/gitiles/chemclipse/org.eclipse.chemclipse.excelconverter
actf/org.eclipse.actf.common,ACTIVE,plugins/gitiles/actf/org.eclipse.actf.common
mylyn/org.eclipse.mylyn.tasks,ACTIVE,plugins/gitiles/mylyn/org.eclipse.mylyn.tasks
osbp/org.eclipse.osbp.xtext.action,ACTIVE,plugins/gitiles/osbp/org.eclipse.osbp.xtext.action
www.eclipse.org/wildwebdeveloper,ACTIVE,plugins/gitiles/www.eclipse.org/wildwebdeveloper
sourceediting/webtools.sourceediting.xpath,ACTIVE,plugins/gitiles/sourceediting/webtools.sourceediting.xpath
permissions/metro-dev,ACTIVE,plugins/gitiles/permissions/metro-dev
www.eclipse.org/tm4e,ACTIVE,plugins/gitiles/www.eclipse.org/tm4e
hawk/hawk,ACTIVE,plugins/gitiles/hawk/hawk
simrel/org.eclipse.simrel.oldcvssimrelprojects,ACTIVE,plugins/gitiles/simrel/org.eclipse.simrel.oldcvssimrelprojects
www.eclipse.org/gemini/jpa,ACTIVE,plugins/gitiles/www.eclipse.org/gemini/jpa
4diac/org.eclipse.4diac.forte,ACTIVE,plugins/gitiles/4diac/org.eclipse.4diac.forte
permissions/xsd-dev,ACTIVE,plugins/gitiles/permissions/xsd-dev
chemclipse/org.eclipse.chemclipse.classifierwnc,ACTIVE,plugins/gitiles/chemclipse/org.eclipse.chemclipse.classifierwnc
eclipsescada/org.eclipse.scada.base,ACTIVE,plugins/gitiles/eclipsescada/org.eclipse.scada.base
permissions/jwt-dev,ACTIVE,plugins/gitiles/permissions/jwt-dev
ignite/org.eclipse.ignite,ACTIVE,plugins/gitiles/ignite/org.eclipse.ignite
mylyn/org.eclipse.mylyn.context,ACTIVE,plugins/gitiles/mylyn/org.eclipse.mylyn.context
servertools/webtools.servertools,ACTIVE,plugins/gitiles/servertools/webtools.servertools
bpmn2-modeler/org.eclipse.bpmn2-modeler,ACTIVE,plugins/gitiles/bpmn2-modeler/org.eclipse.bpmn2-modeler
ee4j/jms,ACTIVE,plugins/gitiles/ee4j/jms
permissions/che-dev,ACTIVE,plugins/gitiles/permissions/che-dev
titan/titan.ProtocolModules.TLS,ACTIVE,plugins/gitiles/titan/titan.ProtocolModules.TLS
permissions/windowbuilder,ACTIVE,plugins/gitiles/permissions/windowbuilder
recommenders.incubator/org.eclipse.recommenders.privacy,ACTIVE,plugins/gitiles/recommenders.incubator/org.eclipse.recommenders.privacy
javamail/javamail,ACTIVE,plugins/gitiles/javamail/javamail
www.eclipse.org/rdf4j,ACTIVE,plugins/gitiles/www.eclipse.org/rdf4j
www.eclipse.org/gemoc,ACTIVE,plugins/gitiles/www.eclipse.org/gemoc
