project,state,web_links
eclipselink/eclipselink.utils.temp,ACTIVE,plugins/gitiles/eclipselink/eclipselink.utils.temp
osbp/org.eclipse.osbp.mobile.vaadin,ACTIVE,plugins/gitiles/osbp/org.eclipse.osbp.mobile.vaadin
z_webmaster/testhook,ACTIVE,plugins/gitiles/z_webmaster/testhook
chemclipse/org.eclipse.chemclipse.filtermediannormalizer,ACTIVE,plugins/gitiles/chemclipse/org.eclipse.chemclipse.filtermediannormalizer
mmt/org.eclipse.qvto,ACTIVE,plugins/gitiles/mmt/org.eclipse.qvto
titan/titan.ProtocolModules.ISUP_Q.762,ACTIVE,plugins/gitiles/titan/titan.ProtocolModules.ISUP_Q.762
epsilon/org.eclipse.epsilon,ACTIVE,plugins/gitiles/epsilon/org.eclipse.epsilon
platform/eclipse.platform.releng.aggregator,ACTIVE,plugins/gitiles/platform/eclipse.platform.releng.aggregator
gmf-runtime/org.eclipse.gmf-runtime,ACTIVE,plugins/gitiles/gmf-runtime/org.eclipse.gmf-runtime
scout/org.eclipse.scout-aggregator,ACTIVE,plugins/gitiles/scout/org.eclipse.scout-aggregator
permissions/4diac-dev,ACTIVE,plugins/gitiles/permissions/4diac-dev
ee4j/jaf,ACTIVE,plugins/gitiles/ee4j/jaf
www.eclipse.org/ee4j/websocket,ACTIVE,plugins/gitiles/www.eclipse.org/ee4j/websocket
permissions/rmf-dev,ACTIVE,plugins/gitiles/permissions/rmf-dev
osbp/org.eclipse.osbp.xtext.i18n,ACTIVE,plugins/gitiles/osbp/org.eclipse.osbp.xtext.i18n
openk-usermodules/org.eclipse.openk-usermodules.standbyPlanning.backend,ACTIVE,plugins/gitiles/openk-usermodules/org.eclipse.openk-usermodules.standbyPlanning.backend
titan/titan.ProtocolModules.SNDCP_v7.0.0,ACTIVE,plugins/gitiles/titan/titan.ProtocolModules.SNDCP_v7.0.0
kuksa/www,ACTIVE,plugins/gitiles/kuksa/www
titan/titan.Libraries.CLL,ACTIVE,plugins/gitiles/titan/titan.Libraries.CLL
e4/org.eclipse.jdt.core,ACTIVE,plugins/gitiles/e4/org.eclipse.jdt.core
titan/titan.ProtocolModules.5G_system_TS29518_Namf_v15,ACTIVE,plugins/gitiles/titan/titan.ProtocolModules.5G_system_TS29518_Namf_v15
www.eclipse.org/sapphire,ACTIVE,plugins/gitiles/www.eclipse.org/sapphire
www.eclipse.org/proposals,ACTIVE,plugins/gitiles/www.eclipse.org/proposals
All-Users,ACTIVE,plugins/gitiles/All-Users
www.eclipse.org/cft,ACTIVE,plugins/gitiles/www.eclipse.org/cft
rtsc/org.eclipse.rtsc.test,ACTIVE,plugins/gitiles/rtsc/org.eclipse.rtsc.test
permissions/jsf-dev,ACTIVE,plugins/gitiles/permissions/jsf-dev
permissions/pde-dev,ACTIVE,plugins/gitiles/permissions/pde-dev
statet/org.eclipse.statet-rj,ACTIVE,plugins/gitiles/statet/org.eclipse.statet-rj
ldt/org.eclipse.ldt,ACTIVE,plugins/gitiles/ldt/org.eclipse.ldt
dash/org.eclipse.dash.m4e.tools,ACTIVE,plugins/gitiles/dash/org.eclipse.dash.m4e.tools
titan/titan.ProtocolModules.M2PA,ACTIVE,plugins/gitiles/titan/titan.ProtocolModules.M2PA
permissions/mdmbl-dev,ACTIVE,plugins/gitiles/permissions/mdmbl-dev
www.eclipse.org/artwork,ACTIVE,plugins/gitiles/www.eclipse.org/artwork
osbp/org.eclipse.osbp.utils.js,ACTIVE,plugins/gitiles/osbp/org.eclipse.osbp.utils.js
www.eclipse.org/camf,ACTIVE,plugins/gitiles/www.eclipse.org/camf
osbp/org.eclipse.osbp.bpmn2.ecore,ACTIVE,plugins/gitiles/osbp/org.eclipse.osbp.bpmn2.ecore
permissions/smarthome-dev,ACTIVE,plugins/gitiles/permissions/smarthome-dev
planeteclipse.org/planeteclipse.org,ACTIVE,plugins/gitiles/planeteclipse.org/planeteclipse.org
ee4j/tyrus,ACTIVE,plugins/gitiles/ee4j/tyrus
permissions/emfservices-dev,ACTIVE,plugins/gitiles/permissions/emfservices-dev
tyrus/tyrus,ACTIVE,plugins/gitiles/tyrus/tyrus
www.eclipse.org/ceylon,ACTIVE,plugins/gitiles/www.eclipse.org/ceylon
www.eclipse.org/omr,ACTIVE,plugins/gitiles/www.eclipse.org/omr
refactor/org.eclipse.emf.refactor.documentation,ACTIVE,plugins/gitiles/refactor/org.eclipse.emf.refactor.documentation
permissions/jdtls-dev,ACTIVE,plugins/gitiles/permissions/jdtls-dev
rap/org.eclipse.rap,ACTIVE,plugins/gitiles/rap/org.eclipse.rap
osbp/org.eclipse.osbp.xtext.signal,ACTIVE,plugins/gitiles/osbp/org.eclipse.osbp.xtext.signal
permissions/diffmerge-dev,ACTIVE,plugins/gitiles/permissions/diffmerge-dev
permissions/gef3d-dev,ACTIVE,plugins/gitiles/permissions/gef3d-dev
emfcompare/org.eclipse.emf.compare-releng,ACTIVE,plugins/gitiles/emfcompare/org.eclipse.emf.compare-releng
oomph/org.eclipse.oomph.incubator,ACTIVE,plugins/gitiles/oomph/org.eclipse.oomph.incubator
cyclonedds/cyclonedds,ACTIVE,plugins/gitiles/cyclonedds/cyclonedds
permissions/mylyn.reviews-dev,ACTIVE,plugins/gitiles/permissions/mylyn.reviews-dev
titan/titan.ProtocolModules.5G_system_TS29503_Nudm_v15,ACTIVE,plugins/gitiles/titan/titan.ProtocolModules.5G_system_TS29503_Nudm_v15
permissions/objectteams-dev,ACTIVE,plugins/gitiles/permissions/objectteams-dev
titan/titan.Libraries.ServiceFramework,ACTIVE,plugins/gitiles/titan/titan.Libraries.ServiceFramework
www.eclipse.org/eclipse/news,ACTIVE,plugins/gitiles/www.eclipse.org/eclipse/news
osbp/org.eclipse.osbp.tools.graphical.entity,ACTIVE,plugins/gitiles/osbp/org.eclipse.osbp.tools.graphical.entity
sensinact/org.eclipse.sensinact,ACTIVE,plugins/gitiles/sensinact/org.eclipse.sensinact
permissions/glassfish-tools-dev,ACTIVE,plugins/gitiles/permissions/glassfish-tools-dev
actf/org.eclipse.actf.visualization.releng,ACTIVE,plugins/gitiles/actf/org.eclipse.actf.visualization.releng
ee4j/glassfish,ACTIVE,plugins/gitiles/ee4j/glassfish
smila/org.eclipse.smila.tooling,ACTIVE,plugins/gitiles/smila/org.eclipse.smila.tooling
e4/org.eclipse.e4.resources,ACTIVE,plugins/gitiles/e4/org.eclipse.e4.resources
osbp/org.eclipse.osbp.xtext.gridsource,ACTIVE,plugins/gitiles/osbp/org.eclipse.osbp.xtext.gridsource
www.eclipse.org/sw360,ACTIVE,plugins/gitiles/www.eclipse.org/sw360
permissions/texo-dev,ACTIVE,plugins/gitiles/permissions/texo-dev
jdt/eclipse.jdt.ui,ACTIVE,plugins/gitiles/jdt/eclipse.jdt.ui
titan/titan.ProtocolModules.5G_system_TS32291_Nchf_v15,ACTIVE,plugins/gitiles/titan/titan.ProtocolModules.5G_system_TS32291_Nchf_v15
titan/titan.ProtocolEmulations.SUA,ACTIVE,plugins/gitiles/titan/titan.ProtocolEmulations.SUA
www.eclipse.org/xtext,ACTIVE,plugins/gitiles/www.eclipse.org/xtext
emfcompare/acceptance-submodules/testGitUMLDesigner,ACTIVE,plugins/gitiles/emfcompare/acceptance-submodules/testGitUMLDesigner
osbp/org.eclipse.osbp.ecview.extension,ACTIVE,plugins/gitiles/osbp/org.eclipse.osbp.ecview.extension
chemclipse/org.eclipse.chemclipse.compmsincos,ACTIVE,plugins/gitiles/chemclipse/org.eclipse.chemclipse.compmsincos
refactor/org.eclipse.emf.refactor.smells,ACTIVE,plugins/gitiles/refactor/org.eclipse.emf.refactor.smells
www.eclipse.org/jgit,ACTIVE,plugins/gitiles/www.eclipse.org/jgit
emf-store/org.eclipse.emf.emfstore.core,ACTIVE,plugins/gitiles/emf-store/org.eclipse.emf.emfstore.core
titan/titan.ProtocolModules.ROSE,ACTIVE,plugins/gitiles/titan/titan.ProtocolModules.ROSE
permissions/ca-dev,ACTIVE,plugins/gitiles/permissions/ca-dev
www.eclipse.org/scava,ACTIVE,plugins/gitiles/www.eclipse.org/scava
permissions/cdt-dev,ACTIVE,plugins/gitiles/permissions/cdt-dev
agail/agail,ACTIVE,plugins/gitiles/agail/agail
equinox/rt.equinox.binaries,ACTIVE,plugins/gitiles/equinox/rt.equinox.binaries
titan/titan.TestPorts.Thrift_TPG,ACTIVE,plugins/gitiles/titan/titan.TestPorts.Thrift_TPG
chemclipse/org.eclipse.chemclipse.chemclipsebatchj,ACTIVE,plugins/gitiles/chemclipse/org.eclipse.chemclipse.chemclipsebatchj
permissions/texlipse-dev,ACTIVE,plugins/gitiles/permissions/texlipse-dev
jsdt/webtools.jsdt.tests,ACTIVE,plugins/gitiles/jsdt/webtools.jsdt.tests
titan/titan.ApplicationLibraries.CoAP,ACTIVE,plugins/gitiles/titan/titan.ApplicationLibraries.CoAP
permissions/e4-dev,ACTIVE,plugins/gitiles/permissions/e4-dev
webtools-common/webtools.common.tests,ACTIVE,plugins/gitiles/webtools-common/webtools.common.tests
jetty/org.eclipse.jetty.releng.products,ACTIVE,plugins/gitiles/jetty/org.eclipse.jetty.releng.products
cbi/org.eclipse.cbi,ACTIVE,plugins/gitiles/cbi/org.eclipse.cbi
osbp/org.eclipse.osbp.eventbroker,ACTIVE,plugins/gitiles/osbp/org.eclipse.osbp.eventbroker
z_webmaster/infocentre,ACTIVE,plugins/gitiles/z_webmaster/infocentre
ee4j/soteria,ACTIVE,plugins/gitiles/ee4j/soteria
mylyn/org.eclipse.mylyn.commons,ACTIVE,plugins/gitiles/mylyn/org.eclipse.mylyn.commons
osbp/org.eclipse.osbp.display,ACTIVE,plugins/gitiles/osbp/org.eclipse.osbp.display
www.eclipse.org/ocl,ACTIVE,plugins/gitiles/www.eclipse.org/ocl
jeetools/webtools.javaee.tests,ACTIVE,plugins/gitiles/jeetools/webtools.javaee.tests
mdmbl/org.eclipse.mdm.openatfx.mdf,ACTIVE,plugins/gitiles/mdmbl/org.eclipse.mdm.openatfx.mdf
ca/ca,ACTIVE,plugins/gitiles/ca/ca
permissions/bridgeiot-dev,ACTIVE,plugins/gitiles/permissions/bridgeiot-dev
mdmbl/org.eclipse.mdm.api.uml,ACTIVE,plugins/gitiles/mdmbl/org.eclipse.mdm.api.uml
e4/org.eclipse.e4.languages,ACTIVE,plugins/gitiles/e4/org.eclipse.e4.languages
actf/org.eclipse.actf.ai,ACTIVE,plugins/gitiles/actf/org.eclipse.actf.ai
www.eclipse.org/franca,ACTIVE,plugins/gitiles/www.eclipse.org/franca
openk-platform/org.eclipse.openk.sourcesystem.mockupstatictopology,ACTIVE,plugins/gitiles/openk-platform/org.eclipse.openk.sourcesystem.mockupstatictopology
ee4j/websocket,ACTIVE,plugins/gitiles/ee4j/websocket
ee4j/jaxws,ACTIVE,plugins/gitiles/ee4j/jaxws
cbi/org.eclipse.cbi.examples,ACTIVE,plugins/gitiles/cbi/org.eclipse.cbi.examples
permissions/emf-facet-dev,ACTIVE,plugins/gitiles/permissions/emf-facet-dev
permissions/eclipsescada-dev,ACTIVE,plugins/gitiles/permissions/eclipsescada-dev
lyo/org.eclipse.lyo.tools,ACTIVE,plugins/gitiles/lyo/org.eclipse.lyo.tools
titan/titan.ProtocolEmulations.SCCP,ACTIVE,plugins/gitiles/titan/titan.ProtocolEmulations.SCCP
osbp/org.eclipse.osbp.persistence,ACTIVE,plugins/gitiles/osbp/org.eclipse.osbp.persistence
www.eclipse.org/eclemma,ACTIVE,plugins/gitiles/www.eclipse.org/eclemma
ptp/org.eclipse.photran,ACTIVE,plugins/gitiles/ptp/org.eclipse.photran
permissions/sprotty-dev,ACTIVE,plugins/gitiles/permissions/sprotty-dev
emf-store/org.eclipse.emf.emfstore.other,ACTIVE,plugins/gitiles/emf-store/org.eclipse.emf.emfstore.other
papyrus/org.eclipse.papyrus-collaborativemodeling,ACTIVE,plugins/gitiles/papyrus/org.eclipse.papyrus-collaborativemodeling
permissions/sisu-dev,ACTIVE,plugins/gitiles/permissions/sisu-dev
www.eclipse.org/neon,ACTIVE,plugins/gitiles/www.eclipse.org/neon
www.eclipse.org/deeplearning4j,ACTIVE,plugins/gitiles/www.eclipse.org/deeplearning4j
sw360/org.eclipse.sw360,ACTIVE,plugins/gitiles/sw360/org.eclipse.sw360
chemclipse/org.eclipse.chemclipse.filterunitsumnormalizer,ACTIVE,plugins/gitiles/chemclipse/org.eclipse.chemclipse.filterunitsumnormalizer
rap/incubator/org.eclipse.rap.incubator.cnf,ACTIVE,plugins/gitiles/rap/incubator/org.eclipse.rap.incubator.cnf
jpa/jpa,ACTIVE,plugins/gitiles/jpa/jpa
platform/eclipse.platform,ACTIVE,plugins/gitiles/platform/eclipse.platform
epf/org.eclipse.epf.prototype,ACTIVE,plugins/gitiles/epf/org.eclipse.epf.prototype
permissions/riena-dev,ACTIVE,plugins/gitiles/permissions/riena-dev
osbp/org.eclipse.osbp.authentication.ui,ACTIVE,plugins/gitiles/osbp/org.eclipse.osbp.authentication.ui
mylyn/org.eclipse.mylyn.incubator,ACTIVE,plugins/gitiles/mylyn/org.eclipse.mylyn.incubator
jaspic/jaspic,ACTIVE,plugins/gitiles/jaspic/jaspic
permissions/scout-dev,ACTIVE,plugins/gitiles/permissions/scout-dev
www.eclipse.org/home,ACTIVE,plugins/gitiles/www.eclipse.org/home
permissions/intent,ACTIVE,plugins/gitiles/permissions/intent
chemclipse/org.eclipse.chemclipse.officeconnector,ACTIVE,plugins/gitiles/chemclipse/org.eclipse.chemclipse.officeconnector
permissions/glassfish-dev,ACTIVE,plugins/gitiles/permissions/glassfish-dev
permissions/sumo-dev,ACTIVE,plugins/gitiles/permissions/sumo-dev
libra/org.eclipse.libra,ACTIVE,plugins/gitiles/libra/org.eclipse.libra
www.eclipse.org/apogy,ACTIVE,plugins/gitiles/www.eclipse.org/apogy
chemclipse/org.eclipse.chemclipse.peakintegrchems,ACTIVE,plugins/gitiles/chemclipse/org.eclipse.chemclipse.peakintegrchems
permissions/jsonb-dev,ACTIVE,plugins/gitiles/permissions/jsonb-dev
permissions/uomo-dev,ACTIVE,plugins/gitiles/permissions/uomo-dev
statet/org.eclipse.statet-commons,ACTIVE,plugins/gitiles/statet/org.eclipse.statet-commons
osbp/org.eclipse.osbp.xtext.perspective,ACTIVE,plugins/gitiles/osbp/org.eclipse.osbp.xtext.perspective
www.eclipse.org/bridgeiot,ACTIVE,plugins/gitiles/www.eclipse.org/bridgeiot
permissions/passage-dev,ACTIVE,plugins/gitiles/permissions/passage-dev
cbi/org.eclipse.license,ACTIVE,plugins/gitiles/cbi/org.eclipse.license
tea/tea,ACTIVE,plugins/gitiles/tea/tea
chemclipse/org.eclipse.chemclipse.processpeakspca,ACTIVE,plugins/gitiles/chemclipse/org.eclipse.chemclipse.processpeakspca
papyrus-xtuml/papyrus-xtuml,ACTIVE,plugins/gitiles/papyrus-xtuml/papyrus-xtuml
permissions/openmq-dev,ACTIVE,plugins/gitiles/permissions/openmq-dev
jsp/jsp,ACTIVE,plugins/gitiles/jsp/jsp
www.eclipse.org/theia,ACTIVE,plugins/gitiles/www.eclipse.org/theia
platform/eclipse.platform.ui,ACTIVE,plugins/gitiles/platform/eclipse.platform.ui
amalgam/org.eclipse.amalgam,ACTIVE,plugins/gitiles/amalgam/org.eclipse.amalgam
www.eclipse.org/emf-query,ACTIVE,plugins/gitiles/www.eclipse.org/emf-query
permissions/lsphub-dev,ACTIVE,plugins/gitiles/permissions/lsphub-dev
osbp/org.eclipse.osbp.releng.maven,ACTIVE,plugins/gitiles/osbp/org.eclipse.osbp.releng.maven
nattable/org.eclipse.nebula.widgets.nattable.experimental,ACTIVE,plugins/gitiles/nattable/org.eclipse.nebula.widgets.nattable.experimental
www.eclipse.org/reddeer,ACTIVE,plugins/gitiles/www.eclipse.org/reddeer
titan/titan.TestPorts.GPIO,ACTIVE,plugins/gitiles/titan/titan.TestPorts.GPIO
titan/titan.ProtocolModules.PFCP_v15.1.0,ACTIVE,plugins/gitiles/titan/titan.ProtocolModules.PFCP_v15.1.0
permissions/photran-dev,ACTIVE,plugins/gitiles/permissions/photran-dev
www.eclipse.org/ee4j/jaxrs,ACTIVE,plugins/gitiles/www.eclipse.org/ee4j/jaxrs
stem/org.eclipse.stem,ACTIVE,plugins/gitiles/stem/org.eclipse.stem
www.eclipse.org/basyx,ACTIVE,plugins/gitiles/www.eclipse.org/basyx
www.eclipse.org/systemfocus,ACTIVE,plugins/gitiles/www.eclipse.org/systemfocus
papyrus/org.eclipse.papyrus-model2doc,ACTIVE,plugins/gitiles/papyrus/org.eclipse.papyrus-model2doc
osbp/org.eclipse.osbp.xtext.authorization,ACTIVE,plugins/gitiles/osbp/org.eclipse.osbp.xtext.authorization
jdt/eclipse.jdt.core.binaries,ACTIVE,plugins/gitiles/jdt/eclipse.jdt.core.binaries
rtp/org.eclipse.rtp,ACTIVE,plugins/gitiles/rtp/org.eclipse.rtp
www.eclipse.org/ee4j/jsonp,ACTIVE,plugins/gitiles/www.eclipse.org/ee4j/jsonp
permissions/ditto-dev,ACTIVE,plugins/gitiles/permissions/ditto-dev
www.eclipse.org/arch,ACTIVE,plugins/gitiles/www.eclipse.org/arch
www.eclipse.org/buildship,ACTIVE,plugins/gitiles/www.eclipse.org/buildship
gmf-notation/org.eclipse.gmf.notation,ACTIVE,plugins/gitiles/gmf-notation/org.eclipse.gmf.notation
elogbook/authandauth,ACTIVE,plugins/gitiles/elogbook/authandauth
osbp/org.eclipse.osbp.ide,ACTIVE,plugins/gitiles/osbp/org.eclipse.osbp.ide
www.eclipse.org/keti,ACTIVE,plugins/gitiles/www.eclipse.org/keti
ecoretools/org.eclipse.ecoretools,ACTIVE,plugins/gitiles/ecoretools/org.eclipse.ecoretools
xsemantics/xsemantics,ACTIVE,plugins/gitiles/xsemantics/xsemantics
amp/org.eclipse.amp,ACTIVE,plugins/gitiles/amp/org.eclipse.amp
www.eclipse.org/kura,ACTIVE,plugins/gitiles/www.eclipse.org/kura
permissions/golo-dev,ACTIVE,plugins/gitiles/permissions/golo-dev
webtools/webtools.maps,ACTIVE,plugins/gitiles/webtools/webtools.maps
chemclipse/org.eclipse.chemclipse.filemsdidentifier,ACTIVE,plugins/gitiles/chemclipse/org.eclipse.chemclipse.filemsdidentifier
emfatic/org.eclipse.emfatic,ACTIVE,plugins/gitiles/emfatic/org.eclipse.emfatic
permissions/libra-dev,ACTIVE,plugins/gitiles/permissions/libra-dev
osbp/org.eclipse.osbp.persistence.fragment,ACTIVE,plugins/gitiles/osbp/org.eclipse.osbp.persistence.fragment
chemclipse/org.eclipse.chemclipse.ocjcampdx,ACTIVE,plugins/gitiles/chemclipse/org.eclipse.chemclipse.ocjcampdx
www.eclipse.org/titan,ACTIVE,plugins/gitiles/www.eclipse.org/titan
www.eclipse.org/ee4j/jaspic,ACTIVE,plugins/gitiles/www.eclipse.org/ee4j/jaspic
eclipsescada/org.eclipse.scada.utils,ACTIVE,plugins/gitiles/eclipsescada/org.eclipse.scada.utils
permissions/mdt-dev,ACTIVE,plugins/gitiles/permissions/mdt-dev
ejb/ejb,ACTIVE,plugins/gitiles/ejb/ejb
jaxb-impl/jaxb-impl,ACTIVE,plugins/gitiles/jaxb-impl/jaxb-impl
permissions/tm-dev,ACTIVE,plugins/gitiles/permissions/tm-dev
rtsc/org.eclipse.rtsc.committer,ACTIVE,plugins/gitiles/rtsc/org.eclipse.rtsc.committer
deeplearning4j/deeplearning4j,ACTIVE,plugins/gitiles/deeplearning4j/deeplearning4j
permissions/efxclipse-dev,ACTIVE,plugins/gitiles/permissions/efxclipse-dev
www.eclipse.org/ee4j/soteria,ACTIVE,plugins/gitiles/www.eclipse.org/ee4j/soteria
jubula/org.eclipse.jubula.core,ACTIVE,plugins/gitiles/jubula/org.eclipse.jubula.core
permissions/jpa-dev,ACTIVE,plugins/gitiles/permissions/jpa-dev
permissions/jaspic-dev,ACTIVE,plugins/gitiles/permissions/jaspic-dev
osbp/org.eclipse.osbp.datainterchange.api,ACTIVE,plugins/gitiles/osbp/org.eclipse.osbp.datainterchange.api
permissions/technology.cbi,ACTIVE,plugins/gitiles/permissions/technology.cbi
permissions/tahu-dev,ACTIVE,plugins/gitiles/permissions/tahu-dev
tycho/org.eclipse.tycho,ACTIVE,plugins/gitiles/tycho/org.eclipse.tycho
permissions/mbeddr-dev,ACTIVE,plugins/gitiles/permissions/mbeddr-dev
permissions/andmore-dev,ACTIVE,plugins/gitiles/permissions/andmore-dev
pdt/org.eclipse.pdt,ACTIVE,plugins/gitiles/pdt/org.eclipse.pdt
efm/org.eclipse.efm-modeling,ACTIVE,plugins/gitiles/efm/org.eclipse.efm-modeling
permissions/ldt-dev,ACTIVE,plugins/gitiles/permissions/ldt-dev
cbi/native-build-testing/rt.equinox.binaries,ACTIVE,plugins/gitiles/cbi/native-build-testing/rt.equinox.binaries
permissions/jersey-dev,ACTIVE,plugins/gitiles/permissions/jersey-dev
www.eclipse.org/ee4j/jaxws,ACTIVE,plugins/gitiles/www.eclipse.org/ee4j/jaxws
jaxrs/jaxrs,ACTIVE,plugins/gitiles/jaxrs/jaxrs
permissions/www-auth,ACTIVE,plugins/gitiles/permissions/www-auth
permissions/handly-dev,ACTIVE,plugins/gitiles/permissions/handly-dev
www.eclipse.org/elogbook,ACTIVE,plugins/gitiles/www.eclipse.org/elogbook
scout/oomph,ACTIVE,plugins/gitiles/scout/oomph
www.eclipse.org/tcf,ACTIVE,plugins/gitiles/www.eclipse.org/tcf
permissions/picasso-dev,ACTIVE,plugins/gitiles/permissions/picasso-dev
dash/org.eclipse.dash.dashboard,ACTIVE,plugins/gitiles/dash/org.eclipse.dash.dashboard
www.eclipse.org/ee4j/orb,ACTIVE,plugins/gitiles/www.eclipse.org/ee4j/orb
epf/org.eclipse.epf.wiki,ACTIVE,plugins/gitiles/epf/org.eclipse.epf.wiki
virgo/org.eclipse.virgo.apps,ACTIVE,plugins/gitiles/virgo/org.eclipse.virgo.apps
titan/titan.ProtocolModules.STUN_RFC5389,ACTIVE,plugins/gitiles/titan/titan.ProtocolModules.STUN_RFC5389
www.eclipse.org/dash,ACTIVE,plugins/gitiles/www.eclipse.org/dash
chemclipse/org.eclipse.chemclipse.filtersavgolay,ACTIVE,plugins/gitiles/chemclipse/org.eclipse.chemclipse.filtersavgolay
www.eclipse.org/ee4j,ACTIVE,plugins/gitiles/www.eclipse.org/ee4j
jeetools/webtools.javaee,ACTIVE,plugins/gitiles/jeetools/webtools.javaee
permissions/damos-dev,ACTIVE,plugins/gitiles/permissions/damos-dev
iofog/org.eclipse.iofog,ACTIVE,plugins/gitiles/iofog/org.eclipse.iofog
chemclipse/org.eclipse.chemclipse.alfassicompms,ACTIVE,plugins/gitiles/chemclipse/org.eclipse.chemclipse.alfassicompms
bpel/org.eclipse.bpel,ACTIVE,plugins/gitiles/bpel/org.eclipse.bpel
permissions/iofog-dev,ACTIVE,plugins/gitiles/permissions/iofog-dev
www.eclipse.org/etrice,ACTIVE,plugins/gitiles/www.eclipse.org/etrice
permissions/jdt-dev,ACTIVE,plugins/gitiles/permissions/jdt-dev
permissions/amalgam-dev,ACTIVE,plugins/gitiles/permissions/amalgam-dev
permissions/volttron-dev,ACTIVE,plugins/gitiles/permissions/volttron-dev
permissions/blueprint-dev,ACTIVE,plugins/gitiles/permissions/blueprint-dev
chemclipse/org.eclipse.chemclipse.amdismsdata,ACTIVE,plugins/gitiles/chemclipse/org.eclipse.chemclipse.amdismsdata
www.eclipse.org/collections,ACTIVE,plugins/gitiles/www.eclipse.org/collections
sirius/org.eclipse.sirius.legacy,ACTIVE,plugins/gitiles/sirius/org.eclipse.sirius.legacy
platform/eclipse.platform.swt.binaries,ACTIVE,plugins/gitiles/platform/eclipse.platform.swt.binaries
virgo/org.eclipse.virgo.kernel,ACTIVE,plugins/gitiles/virgo/org.eclipse.virgo.kernel
permissions/ignite-dev,ACTIVE,plugins/gitiles/permissions/ignite-dev
gemini.management/org.eclipse.gemini.managment,ACTIVE,plugins/gitiles/gemini.management/org.eclipse.gemini.managment
www.eclipse.org/ee4j/grizzly,ACTIVE,plugins/gitiles/www.eclipse.org/ee4j/grizzly
linuxtools/org.eclipse.linuxtools.eclipse-build,ACTIVE,plugins/gitiles/linuxtools/org.eclipse.linuxtools.eclipse-build
ee4j/jersey,ACTIVE,plugins/gitiles/ee4j/jersey
dltk/org.eclipse.dltk.tcl,ACTIVE,plugins/gitiles/dltk/org.eclipse.dltk.tcl
mmt/org.eclipse.atl.tcs,ACTIVE,plugins/gitiles/mmt/org.eclipse.atl.tcs
www.eclipse.org/ee4j/es,ACTIVE,plugins/gitiles/www.eclipse.org/ee4j/es
uomo/org.eclipse.uomo,ACTIVE,plugins/gitiles/uomo/org.eclipse.uomo
pde/eclipse.pde.ui,ACTIVE,plugins/gitiles/pde/eclipse.pde.ui
permissions/dash-dev,ACTIVE,plugins/gitiles/permissions/dash-dev
permissions/skalli-dev,ACTIVE,plugins/gitiles/permissions/skalli-dev
permissions/winery-dev,ACTIVE,plugins/gitiles/permissions/winery-dev
smila/org.eclipse.smila.core,ACTIVE,plugins/gitiles/smila/org.eclipse.smila.core
permissions/corrosion-dev,ACTIVE,plugins/gitiles/permissions/corrosion-dev
osbp/org.eclipse.osbp.xtext.menu,ACTIVE,plugins/gitiles/osbp/org.eclipse.osbp.xtext.menu
www.eclipse.org/photran,ACTIVE,plugins/gitiles/www.eclipse.org/photran
www.eclipse.org/ee4j/jca,ACTIVE,plugins/gitiles/www.eclipse.org/ee4j/jca
www.eclipse.org/europa,ACTIVE,plugins/gitiles/www.eclipse.org/europa
epf/org.eclipse.epf.plugins,ACTIVE,plugins/gitiles/epf/org.eclipse.epf.plugins
context/context,ACTIVE,plugins/gitiles/context/context
osbp/org.eclipse.osbp.xtext.report,ACTIVE,plugins/gitiles/osbp/org.eclipse.osbp.xtext.report
www.eclipse.org/picasso,ACTIVE,plugins/gitiles/www.eclipse.org/picasso
permissions/platform-dev,ACTIVE,plugins/gitiles/permissions/platform-dev
www.eclipse.org/galileo,ACTIVE,plugins/gitiles/www.eclipse.org/galileo
ee4j/orb,ACTIVE,plugins/gitiles/ee4j/orb
osbp/org.eclipse.osbp.i18n.common,ACTIVE,plugins/gitiles/osbp/org.eclipse.osbp.i18n.common
permissions/tm4e-dev,ACTIVE,plugins/gitiles/permissions/tm4e-dev
osbp/org.eclipse.osbp.utils.ui.classloaderservice,ACTIVE,plugins/gitiles/osbp/org.eclipse.osbp.utils.ui.classloaderservice
jeetools/webtools.ejb,ACTIVE,plugins/gitiles/jeetools/webtools.ejb
permissions/sw360-dev,ACTIVE,plugins/gitiles/permissions/sw360-dev
titan/titan.ProtocolModules.OPC_UA,ACTIVE,plugins/gitiles/titan/titan.ProtocolModules.OPC_UA
osbp/org.eclipse.osbp.mondrian,ACTIVE,plugins/gitiles/osbp/org.eclipse.osbp.mondrian
permissions/unide-dev,ACTIVE,plugins/gitiles/permissions/unide-dev
pde/eclipse.pde.build,ACTIVE,plugins/gitiles/pde/eclipse.pde.build
jubula/org.eclipse.jubula.ci,ACTIVE,plugins/gitiles/jubula/org.eclipse.jubula.ci
jca/jca,ACTIVE,plugins/gitiles/jca/jca
hudson/org.eclipse.hudson.remoting,ACTIVE,plugins/gitiles/hudson/org.eclipse.hudson.remoting
permissions/jta-dev,ACTIVE,plugins/gitiles/permissions/jta-dev
permissions/cft-dev,ACTIVE,plugins/gitiles/permissions/cft-dev
permissions/management-dev,ACTIVE,plugins/gitiles/permissions/management-dev
ee4j/metro,ACTIVE,plugins/gitiles/ee4j/metro
rap/incubator/org.eclipse.rap.incubator.richtext,ACTIVE,plugins/gitiles/rap/incubator/org.eclipse.rap.incubator.richtext
